age,job,marital,education,Account_Balance,Channel,month,Campaign_Contacts,Previous_Outcome,Converted,Month_No
33,technician,married,secondary,6419,cellular,aug,3,unknown,0,8
30,technician,single,secondary,0,cellular,aug,3,unknown,0,8
34,technician,married,tertiary,555,cellular,aug,18,unknown,0,8
43,management,married,tertiary,248,cellular,aug,4,unknown,0,8
53,services,married,secondary,1713,cellular,aug,3,unknown,0,8
52,admin.,married,secondary,5122,cellular,aug,7,unknown,0,8
34,unemployed,married,tertiary,0,cellular,aug,6,unknown,0,8
48,admin.,married,secondary,2,cellular,aug,6,unknown,0,8
48,blue-collar,married,primary,174,cellular,aug,8,unknown,0,8
52,technician,divorced,secondary,5102,cellular,aug,2,unknown,0,8
37,technician,single,secondary,3,cellular,aug,5,unknown,0,8
47,self-employed,married,secondary,231,cellular,aug,2,unknown,0,8
53,management,married,tertiary,2327,cellular,aug,2,unknown,0,8
33,management,married,tertiary,2126,cellular,aug,2,unknown,0,8
32,technician,single,tertiary,449,cellular,aug,2,unknown,0,8
31,entrepreneur,single,secondary,37,cellular,aug,2,unknown,0,8
35,management,married,tertiary,-4,cellular,aug,2,unknown,0,8
30,services,single,tertiary,1785,cellular,aug,2,unknown,0,8
41,technician,married,tertiary,1517,cellular,aug,3,unknown,1,8
47,management,married,secondary,7,cellular,aug,2,unknown,0,8
44,technician,married,secondary,326,cellular,aug,2,unknown,0,8
58,unknown,married,secondary,208,cellular,aug,2,unknown,0,8
51,blue-collar,married,primary,507,cellular,aug,2,unknown,0,8
31,management,single,tertiary,18,cellular,aug,2,unknown,0,8
33,housemaid,married,primary,0,cellular,aug,2,unknown,0,8
37,technician,single,secondary,980,cellular,aug,5,unknown,1,8
58,management,married,tertiary,648,cellular,aug,2,unknown,0,8
60,management,married,tertiary,73,telephone,aug,2,unknown,1,8
45,management,married,tertiary,5450,cellular,aug,2,unknown,0,8
44,unemployed,married,tertiary,178,cellular,aug,2,unknown,0,8
36,management,married,tertiary,162,cellular,aug,2,unknown,0,8
52,blue-collar,married,secondary,409,cellular,aug,2,unknown,0,8
41,technician,married,secondary,2123,cellular,aug,2,unknown,0,8
52,blue-collar,married,secondary,900,cellular,aug,2,unknown,0,8
34,technician,single,secondary,161,cellular,aug,2,unknown,0,8
55,retired,married,primary,2325,telephone,aug,7,unknown,0,8
32,technician,married,secondary,9608,cellular,aug,4,unknown,0,8
34,management,married,tertiary,38,cellular,aug,11,unknown,0,8
50,blue-collar,married,primary,-98,cellular,aug,2,unknown,0,8
45,blue-collar,married,secondary,162,cellular,aug,2,unknown,0,8
31,management,single,tertiary,30,cellular,aug,2,unknown,0,8
32,technician,married,secondary,3333,cellular,aug,4,unknown,0,8
31,technician,married,secondary,659,cellular,aug,2,unknown,0,8
57,services,married,primary,2893,cellular,aug,2,unknown,0,8
53,services,married,tertiary,-3,cellular,aug,2,unknown,0,8
32,management,single,tertiary,0,cellular,aug,4,unknown,0,8
56,management,divorced,tertiary,66721,cellular,aug,2,unknown,0,8
31,blue-collar,married,secondary,379,cellular,aug,5,unknown,0,8
31,management,single,tertiary,2978,cellular,aug,2,unknown,0,8
51,blue-collar,married,primary,872,cellular,aug,2,unknown,0,8
32,technician,single,tertiary,5204,cellular,aug,2,unknown,0,8
41,technician,single,secondary,413,cellular,aug,2,unknown,0,8
60,housemaid,married,secondary,1361,cellular,aug,2,unknown,0,8
32,management,married,tertiary,1388,cellular,aug,6,unknown,0,8
47,unemployed,married,secondary,1108,cellular,aug,2,unknown,0,8
52,blue-collar,married,secondary,1493,cellular,aug,2,unknown,0,8
42,entrepreneur,married,tertiary,42045,cellular,aug,2,unknown,0,8
38,unemployed,married,secondary,5177,cellular,aug,2,unknown,0,8
33,management,married,tertiary,2071,cellular,aug,2,unknown,0,8
53,technician,married,tertiary,3177,cellular,aug,2,unknown,0,8
31,technician,single,tertiary,6,cellular,aug,2,unknown,0,8
57,blue-collar,married,unknown,1463,cellular,aug,2,unknown,0,8
60,retired,married,secondary,345,cellular,aug,6,unknown,0,8
33,technician,married,secondary,-163,cellular,aug,2,unknown,0,8
47,technician,divorced,secondary,84,cellular,aug,2,unknown,0,8
34,management,married,tertiary,-218,cellular,aug,2,unknown,0,8
50,blue-collar,married,primary,1064,cellular,aug,2,unknown,0,8
34,technician,single,tertiary,370,cellular,aug,2,unknown,0,8
33,technician,single,secondary,5833,cellular,aug,2,unknown,0,8
48,entrepreneur,married,tertiary,0,cellular,aug,9,unknown,0,8
47,management,married,tertiary,902,cellular,aug,3,unknown,0,8
37,technician,married,secondary,180,cellular,aug,2,unknown,0,8
41,management,married,tertiary,881,cellular,aug,2,unknown,0,8
36,management,divorced,tertiary,8119,cellular,aug,2,unknown,0,8
33,management,single,tertiary,1909,cellular,aug,2,unknown,0,8
35,management,married,secondary,674,cellular,aug,2,unknown,0,8
30,technician,single,tertiary,2427,cellular,aug,2,unknown,0,8
31,entrepreneur,married,tertiary,1216,cellular,aug,4,unknown,0,8
40,technician,married,secondary,581,cellular,aug,2,unknown,0,8
37,technician,married,secondary,630,cellular,aug,6,unknown,0,8
33,management,married,tertiary,530,cellular,aug,2,unknown,0,8
49,admin.,married,secondary,2116,cellular,aug,3,unknown,0,8
52,management,married,tertiary,1209,cellular,aug,4,unknown,0,8
31,technician,married,tertiary,1503,cellular,aug,2,unknown,0,8
47,services,married,secondary,405,cellular,aug,2,unknown,1,8
50,services,married,primary,1903,cellular,aug,2,unknown,0,8
30,technician,single,secondary,958,cellular,aug,2,unknown,0,8
36,management,married,tertiary,369,cellular,aug,2,unknown,0,8
46,management,married,tertiary,1808,cellular,aug,2,unknown,0,8
46,technician,married,secondary,1975,cellular,aug,2,unknown,0,8
47,management,married,secondary,7,telephone,aug,2,unknown,0,8
57,unknown,married,primary,900,cellular,aug,4,unknown,0,8
39,management,married,tertiary,3590,cellular,aug,2,unknown,0,8
32,management,married,tertiary,500,cellular,aug,4,unknown,0,8
35,management,married,tertiary,82,cellular,aug,4,unknown,1,8
41,self-employed,married,secondary,0,cellular,aug,2,unknown,0,8
35,management,single,tertiary,181,cellular,aug,4,unknown,0,8
52,blue-collar,married,secondary,331,cellular,aug,4,unknown,0,8
37,management,married,tertiary,578,cellular,aug,4,unknown,0,8
42,self-employed,married,tertiary,0,cellular,aug,6,unknown,0,8
47,blue-collar,married,secondary,8229,cellular,aug,2,unknown,1,8
46,self-employed,married,primary,107,cellular,aug,6,unknown,0,8
32,management,divorced,tertiary,5550,cellular,aug,4,unknown,0,8
52,housemaid,married,primary,135,cellular,aug,9,unknown,0,8
34,management,married,tertiary,1352,cellular,aug,2,unknown,0,8
31,technician,married,secondary,172,cellular,aug,2,unknown,0,8
33,management,married,tertiary,1585,cellular,aug,2,unknown,0,8
33,management,single,tertiary,238,cellular,aug,2,unknown,0,8
33,technician,single,secondary,671,cellular,aug,2,unknown,0,8
35,management,single,tertiary,2975,cellular,aug,2,unknown,0,8
34,management,married,tertiary,101,cellular,aug,2,unknown,0,8
34,management,divorced,tertiary,221,cellular,aug,2,unknown,0,8
50,entrepreneur,married,secondary,2731,cellular,aug,2,unknown,0,8
30,technician,single,secondary,224,cellular,aug,2,unknown,0,8
38,management,married,tertiary,328,cellular,aug,2,unknown,0,8
32,technician,single,tertiary,1150,cellular,aug,2,unknown,0,8
55,management,married,tertiary,6880,cellular,aug,2,unknown,0,8
44,management,single,tertiary,1424,cellular,aug,2,unknown,0,8
52,unemployed,married,secondary,2142,cellular,aug,2,unknown,0,8
52,technician,married,secondary,172,cellular,aug,2,unknown,0,8
59,blue-collar,married,secondary,12928,cellular,aug,2,unknown,0,8
31,technician,married,tertiary,311,cellular,aug,2,unknown,0,8
60,technician,single,tertiary,2934,cellular,aug,2,unknown,0,8
37,management,married,tertiary,3288,cellular,aug,2,unknown,0,8
60,blue-collar,married,secondary,1433,cellular,aug,4,unknown,0,8
47,blue-collar,married,primary,17,cellular,aug,2,unknown,0,8
57,admin.,married,primary,853,cellular,aug,4,unknown,0,8
39,self-employed,divorced,tertiary,0,cellular,aug,2,unknown,0,8
30,management,married,tertiary,105,cellular,aug,2,unknown,0,8
43,management,married,tertiary,6,cellular,aug,2,unknown,0,8
47,unknown,married,secondary,74,cellular,aug,2,unknown,0,8
45,technician,married,secondary,581,cellular,aug,2,unknown,0,8
41,technician,married,secondary,187,cellular,aug,2,unknown,0,8
39,management,married,tertiary,947,cellular,aug,2,unknown,0,8
51,entrepreneur,married,primary,805,cellular,aug,4,unknown,0,8
58,retired,married,primary,-257,cellular,aug,2,unknown,0,8
53,unemployed,divorced,tertiary,0,cellular,aug,2,unknown,0,8
49,entrepreneur,married,primary,10772,cellular,aug,2,unknown,0,8
41,technician,married,tertiary,6961,cellular,aug,2,unknown,0,8
40,technician,single,secondary,8259,cellular,aug,4,unknown,0,8
34,technician,single,secondary,19348,cellular,aug,2,unknown,0,8
41,technician,single,secondary,43,cellular,aug,2,unknown,0,8
34,technician,married,secondary,134,cellular,aug,4,unknown,0,8
32,technician,married,tertiary,3939,cellular,aug,2,unknown,0,8
33,technician,married,secondary,390,cellular,aug,2,unknown,0,8
46,services,married,secondary,1034,cellular,aug,2,unknown,0,8
33,management,married,tertiary,1047,cellular,aug,4,unknown,1,8
35,management,single,tertiary,252,cellular,aug,2,unknown,0,8
44,technician,single,secondary,7138,cellular,aug,2,unknown,1,8
55,self-employed,married,primary,0,cellular,aug,2,unknown,0,8
31,self-employed,married,tertiary,1015,cellular,aug,2,unknown,0,8
34,management,married,tertiary,63,cellular,aug,2,unknown,0,8
34,technician,single,secondary,1076,cellular,aug,2,unknown,0,8
38,technician,single,secondary,1788,cellular,aug,2,unknown,0,8
31,management,single,tertiary,165,cellular,aug,2,unknown,1,8
34,management,married,tertiary,-16,cellular,aug,2,unknown,0,8
31,management,single,tertiary,9506,cellular,aug,2,unknown,0,8
55,retired,married,primary,1821,cellular,aug,2,unknown,0,8
31,technician,single,tertiary,2744,cellular,aug,2,unknown,0,8
57,services,married,secondary,504,cellular,aug,2,unknown,0,8
45,technician,married,tertiary,3168,cellular,aug,2,unknown,0,8
33,technician,single,tertiary,340,cellular,aug,2,unknown,0,8
35,management,married,tertiary,3161,cellular,aug,2,unknown,0,8
50,technician,married,secondary,315,cellular,aug,10,unknown,0,8
33,management,married,tertiary,2604,cellular,aug,2,unknown,0,8
45,management,divorced,tertiary,2406,cellular,aug,2,unknown,0,8
42,technician,married,tertiary,-805,cellular,aug,6,unknown,0,8
46,blue-collar,married,primary,1596,cellular,aug,2,unknown,0,8
32,management,single,tertiary,28,cellular,aug,2,unknown,0,8
47,technician,divorced,tertiary,8422,cellular,aug,4,unknown,0,8
31,admin.,married,secondary,88,cellular,aug,2,unknown,0,8
45,blue-collar,married,secondary,827,cellular,aug,2,unknown,0,8
50,management,married,tertiary,290,cellular,aug,2,unknown,0,8
54,management,divorced,tertiary,-125,cellular,aug,2,unknown,0,8
50,blue-collar,married,secondary,0,cellular,aug,2,unknown,0,8
57,admin.,married,secondary,3242,cellular,aug,4,unknown,0,8
51,blue-collar,married,secondary,700,cellular,aug,4,unknown,0,8
37,management,married,tertiary,478,cellular,aug,2,unknown,0,8
45,management,married,tertiary,4877,cellular,aug,2,unknown,0,8
30,management,single,tertiary,0,cellular,aug,5,unknown,0,8
32,technician,single,secondary,4843,cellular,aug,4,unknown,0,8
38,technician,single,secondary,4359,cellular,aug,2,unknown,0,8
31,management,single,tertiary,37,cellular,aug,2,unknown,1,8
55,management,married,tertiary,171,cellular,aug,6,unknown,0,8
32,technician,single,secondary,40,cellular,aug,2,unknown,1,8
55,blue-collar,married,primary,9997,cellular,aug,2,unknown,0,8
49,management,divorced,tertiary,10,cellular,aug,2,unknown,0,8
47,management,married,tertiary,260,cellular,aug,2,unknown,0,8
46,management,single,tertiary,-344,cellular,aug,4,unknown,0,8
57,retired,married,tertiary,815,cellular,aug,2,unknown,0,8
33,management,single,tertiary,59,cellular,aug,4,unknown,0,8
33,technician,married,secondary,1264,cellular,aug,6,unknown,0,8
46,technician,single,tertiary,2739,cellular,aug,4,unknown,0,8
43,admin.,married,secondary,324,cellular,aug,4,unknown,0,8
35,management,single,tertiary,75,cellular,aug,11,unknown,0,8
49,admin.,married,secondary,1047,cellular,aug,4,unknown,0,8
38,technician,married,tertiary,-1,cellular,aug,4,unknown,0,8
44,management,married,tertiary,5581,cellular,aug,2,unknown,0,8
35,entrepreneur,married,tertiary,2723,cellular,aug,4,unknown,0,8
48,admin.,married,secondary,811,cellular,aug,2,unknown,0,8
30,unemployed,married,secondary,221,cellular,aug,4,unknown,0,8
50,management,married,secondary,3002,cellular,aug,2,unknown,0,8
31,technician,married,secondary,535,cellular,aug,2,unknown,0,8
40,management,married,tertiary,326,cellular,aug,2,unknown,0,8
47,blue-collar,married,secondary,2215,cellular,aug,4,unknown,0,8
42,technician,single,secondary,146,cellular,aug,2,unknown,0,8
48,management,married,secondary,4415,cellular,aug,6,unknown,0,8
34,technician,married,secondary,5266,cellular,aug,4,unknown,0,8
59,housemaid,married,primary,116,cellular,aug,4,unknown,0,8
59,technician,divorced,tertiary,0,cellular,aug,4,unknown,0,8
30,management,single,tertiary,940,cellular,aug,2,unknown,0,8
43,self-employed,married,primary,9304,cellular,aug,4,unknown,0,8
31,technician,single,secondary,942,cellular,aug,2,unknown,0,8
46,blue-collar,married,primary,222,cellular,aug,2,unknown,0,8
33,technician,married,secondary,-534,cellular,aug,7,unknown,0,8
30,technician,single,secondary,0,cellular,aug,2,unknown,0,8
59,retired,divorced,secondary,93,cellular,aug,2,unknown,0,8
35,technician,married,tertiary,944,cellular,aug,2,unknown,0,8
46,admin.,married,secondary,2148,cellular,aug,4,unknown,0,8
51,technician,married,secondary,19,cellular,aug,4,unknown,0,8
41,management,married,tertiary,3353,cellular,aug,2,unknown,0,8
38,management,single,tertiary,5244,cellular,aug,4,unknown,0,8
47,management,single,tertiary,275,cellular,aug,2,unknown,0,8
35,technician,married,secondary,46,cellular,aug,4,unknown,0,8
32,technician,single,tertiary,1190,cellular,aug,4,unknown,0,8
33,management,married,tertiary,2374,cellular,aug,2,unknown,0,8
43,management,married,tertiary,21510,cellular,aug,2,unknown,0,8
46,blue-collar,married,secondary,723,cellular,aug,2,unknown,0,8
38,management,married,tertiary,1074,cellular,aug,8,unknown,0,8
49,services,married,secondary,823,cellular,aug,4,unknown,1,8
41,technician,single,secondary,2300,cellular,aug,6,unknown,0,8
60,blue-collar,married,tertiary,759,cellular,aug,2,unknown,0,8
52,services,married,primary,1625,cellular,aug,2,unknown,1,8
35,technician,married,secondary,254,cellular,aug,7,unknown,0,8
47,services,married,unknown,11,cellular,aug,4,unknown,0,8
52,technician,married,secondary,3577,cellular,aug,2,unknown,0,8
35,technician,divorced,secondary,213,cellular,aug,2,unknown,0,8
30,management,single,tertiary,2900,cellular,aug,2,unknown,0,8
51,services,married,primary,0,cellular,aug,2,unknown,0,8
33,management,single,tertiary,308,cellular,aug,4,unknown,0,8
35,self-employed,married,tertiary,1987,cellular,aug,3,unknown,0,8
39,technician,single,secondary,316,cellular,aug,1,unknown,0,8
37,management,married,tertiary,5016,cellular,aug,1,unknown,0,8
32,technician,single,tertiary,881,cellular,aug,1,unknown,0,8
38,technician,single,tertiary,523,cellular,aug,1,unknown,0,8
40,technician,married,secondary,84,cellular,aug,3,unknown,0,8
33,management,married,tertiary,2907,cellular,aug,1,unknown,0,8
57,management,married,tertiary,1963,cellular,aug,3,unknown,0,8
53,blue-collar,married,primary,1868,cellular,aug,4,unknown,0,8
38,management,married,tertiary,484,cellular,aug,8,unknown,0,8
47,housemaid,married,secondary,131,cellular,aug,1,unknown,0,8
34,technician,single,tertiary,19,cellular,aug,3,unknown,0,8
32,admin.,married,secondary,2711,cellular,aug,1,unknown,0,8
32,housemaid,married,primary,3786,cellular,aug,1,unknown,0,8
31,technician,married,tertiary,120,cellular,aug,1,unknown,1,8
32,admin.,single,tertiary,298,cellular,aug,1,unknown,0,8
55,management,married,tertiary,223,cellular,aug,5,unknown,0,8
55,management,married,tertiary,1909,cellular,aug,1,unknown,0,8
39,entrepreneur,married,tertiary,745,cellular,aug,1,unknown,0,8
39,management,married,tertiary,-468,cellular,aug,2,unknown,0,8
35,housemaid,married,primary,77,cellular,aug,1,unknown,0,8
40,management,married,tertiary,1468,cellular,aug,2,unknown,0,8
40,technician,married,secondary,8844,cellular,aug,1,unknown,0,8
33,technician,single,tertiary,6127,cellular,aug,3,unknown,0,8
32,management,married,tertiary,0,cellular,aug,1,unknown,0,8
39,technician,single,tertiary,1190,cellular,aug,1,unknown,0,8
36,technician,married,tertiary,4388,cellular,aug,3,unknown,0,8
57,management,married,tertiary,1171,cellular,aug,5,unknown,0,8
49,blue-collar,married,secondary,1264,cellular,aug,3,unknown,0,8
35,management,married,tertiary,2957,cellular,aug,3,unknown,1,8
48,blue-collar,married,secondary,2083,cellular,aug,3,unknown,0,8
40,housemaid,married,secondary,949,cellular,aug,1,unknown,0,8
32,technician,single,secondary,483,cellular,aug,3,unknown,1,8
52,unemployed,married,secondary,1639,cellular,aug,1,unknown,0,8
48,services,married,secondary,801,cellular,aug,1,unknown,0,8
31,management,married,tertiary,10088,cellular,aug,6,unknown,0,8
34,management,single,tertiary,2455,cellular,aug,6,unknown,0,8
31,management,single,tertiary,2,cellular,aug,1,unknown,1,8
37,technician,single,secondary,274,cellular,aug,3,unknown,0,8
44,technician,married,tertiary,1707,cellular,aug,3,unknown,0,8
34,management,married,tertiary,832,cellular,aug,4,unknown,0,8
54,services,married,secondary,196,cellular,aug,4,unknown,0,8
32,entrepreneur,married,primary,795,cellular,aug,3,unknown,0,8
36,technician,divorced,secondary,1,cellular,aug,3,unknown,1,8
59,retired,married,secondary,2768,cellular,aug,5,unknown,0,8
41,management,single,secondary,800,cellular,aug,2,unknown,0,8
34,management,single,tertiary,2093,cellular,aug,6,unknown,0,8
43,technician,married,tertiary,591,cellular,aug,2,unknown,0,8
54,technician,married,tertiary,98,cellular,aug,4,unknown,0,8
31,technician,married,secondary,367,cellular,aug,3,unknown,0,8
32,technician,married,secondary,167,cellular,aug,3,unknown,0,8
46,technician,married,secondary,778,cellular,aug,10,unknown,0,8
49,housemaid,married,tertiary,443,cellular,aug,6,unknown,0,8
43,self-employed,married,tertiary,3003,cellular,aug,3,unknown,0,8
53,management,married,tertiary,2385,cellular,aug,8,unknown,0,8
38,management,single,tertiary,11971,cellular,aug,3,unknown,0,8
30,management,single,tertiary,344,cellular,aug,3,unknown,0,8
36,management,single,tertiary,2745,cellular,aug,3,unknown,0,8
33,management,married,tertiary,571,cellular,aug,2,unknown,0,8
46,management,married,tertiary,1103,cellular,aug,3,unknown,0,8
31,management,married,tertiary,3897,cellular,aug,3,unknown,0,8
39,management,married,tertiary,1795,cellular,aug,7,unknown,1,8
46,management,married,tertiary,4,cellular,aug,4,unknown,1,8
49,technician,divorced,secondary,229,cellular,aug,2,unknown,0,8
52,services,married,primary,432,cellular,aug,4,unknown,0,8
46,housemaid,married,primary,269,cellular,aug,5,unknown,0,8
47,blue-collar,married,primary,254,cellular,aug,3,unknown,0,8
31,technician,single,secondary,2846,cellular,aug,3,unknown,0,8
51,blue-collar,married,primary,257,cellular,aug,4,unknown,0,8
47,housemaid,married,secondary,1765,cellular,aug,3,unknown,0,8
46,blue-collar,married,primary,7982,cellular,aug,5,unknown,0,8
47,admin.,married,secondary,73,cellular,aug,3,unknown,0,8
43,management,married,tertiary,2759,cellular,aug,2,unknown,0,8
33,management,married,tertiary,862,cellular,aug,3,unknown,0,8
51,technician,divorced,tertiary,4596,cellular,aug,5,unknown,0,8
57,retired,married,primary,243,cellular,aug,4,unknown,0,8
34,technician,single,tertiary,449,cellular,aug,3,unknown,0,8
31,technician,married,tertiary,344,cellular,aug,3,unknown,0,8
35,management,married,tertiary,1650,cellular,aug,5,unknown,0,8
41,management,married,tertiary,2127,cellular,aug,7,unknown,0,8
48,blue-collar,married,primary,104,cellular,aug,4,unknown,0,8
51,technician,married,secondary,1113,cellular,aug,4,unknown,0,8
60,management,divorced,tertiary,581,cellular,aug,2,unknown,0,8
41,housemaid,married,primary,365,cellular,aug,5,unknown,0,8
34,management,married,tertiary,1433,cellular,aug,3,unknown,0,8
61,housemaid,married,primary,368,cellular,aug,3,unknown,0,8
36,unknown,married,secondary,179,cellular,aug,8,unknown,0,8
37,housemaid,married,primary,189,cellular,aug,4,unknown,0,8
30,technician,single,secondary,58,cellular,aug,2,unknown,0,8
34,housemaid,married,primary,326,cellular,aug,7,unknown,0,8
47,blue-collar,married,primary,233,cellular,aug,3,unknown,0,8
50,management,single,tertiary,592,cellular,aug,4,unknown,0,8
46,blue-collar,married,secondary,438,cellular,aug,5,unknown,0,8
35,technician,single,tertiary,0,cellular,aug,3,unknown,0,8
31,admin.,married,tertiary,323,cellular,aug,3,unknown,0,8
51,blue-collar,married,primary,440,cellular,aug,5,unknown,0,8
32,housemaid,married,primary,727,cellular,aug,4,unknown,0,8
54,technician,married,secondary,1349,telephone,aug,6,unknown,0,8
58,blue-collar,married,secondary,1894,cellular,aug,6,unknown,0,8
31,housemaid,married,primary,0,cellular,aug,7,unknown,0,8
32,technician,married,secondary,3275,cellular,aug,4,unknown,0,8
44,management,divorced,tertiary,935,cellular,aug,5,unknown,0,8
46,management,divorced,tertiary,1297,cellular,aug,3,unknown,1,8
32,management,married,tertiary,312,cellular,aug,4,unknown,0,8
45,blue-collar,married,secondary,115,cellular,aug,4,unknown,0,8
38,management,single,secondary,399,cellular,aug,4,unknown,0,8
52,blue-collar,married,primary,2569,cellular,aug,5,unknown,0,8
32,technician,single,secondary,3297,cellular,aug,2,unknown,0,8
56,services,married,secondary,750,cellular,aug,3,unknown,0,8
35,management,married,tertiary,337,cellular,aug,5,unknown,0,8
54,technician,divorced,secondary,221,cellular,aug,2,unknown,0,8
31,technician,single,secondary,388,cellular,aug,2,unknown,0,8
45,management,married,tertiary,0,cellular,aug,4,unknown,0,8
41,housemaid,married,secondary,13,cellular,aug,4,unknown,0,8
34,technician,married,tertiary,116,cellular,aug,2,unknown,0,8
39,management,married,tertiary,380,cellular,aug,4,unknown,0,8
46,technician,married,secondary,6086,cellular,aug,2,unknown,0,8
34,technician,married,secondary,50,cellular,aug,3,unknown,0,8
49,entrepreneur,married,secondary,348,cellular,aug,2,unknown,0,8
32,technician,married,secondary,212,cellular,aug,2,unknown,0,8
35,management,married,tertiary,106,cellular,aug,2,unknown,0,8
53,management,married,tertiary,618,cellular,aug,2,unknown,0,8
36,management,single,tertiary,553,cellular,aug,2,unknown,0,8
49,blue-collar,married,primary,-232,cellular,aug,2,unknown,0,8
32,self-employed,married,tertiary,1214,cellular,aug,2,unknown,0,8
39,technician,divorced,secondary,454,cellular,aug,2,unknown,0,8
46,housemaid,divorced,primary,41,cellular,aug,2,unknown,0,8
38,management,married,tertiary,1440,cellular,aug,2,unknown,0,8
57,management,married,tertiary,2416,cellular,aug,2,unknown,0,8
44,technician,married,secondary,5163,cellular,aug,2,unknown,0,8
31,technician,married,tertiary,1496,cellular,aug,2,unknown,0,8
51,management,married,tertiary,385,cellular,aug,2,unknown,0,8
56,management,married,tertiary,705,cellular,aug,2,unknown,0,8
52,admin.,married,secondary,347,cellular,aug,2,unknown,0,8
35,technician,single,tertiary,2277,cellular,aug,2,unknown,0,8
47,management,married,tertiary,838,cellular,aug,3,unknown,0,8
30,technician,married,secondary,274,cellular,aug,2,unknown,0,8
42,management,married,tertiary,687,cellular,aug,2,unknown,0,8
38,management,married,tertiary,1100,cellular,aug,2,unknown,0,8
48,blue-collar,married,unknown,617,cellular,aug,2,unknown,0,8
45,unknown,married,unknown,356,cellular,aug,2,unknown,0,8
46,management,married,tertiary,5108,cellular,aug,4,unknown,0,8
48,blue-collar,married,primary,476,cellular,aug,3,unknown,1,8
34,management,divorced,tertiary,4231,cellular,aug,2,unknown,0,8
31,management,married,tertiary,0,cellular,aug,2,unknown,0,8
55,management,married,tertiary,161,cellular,aug,2,unknown,0,8
34,technician,married,secondary,268,cellular,aug,4,unknown,0,8
39,housemaid,married,primary,13338,cellular,aug,4,unknown,0,8
32,technician,single,secondary,321,cellular,aug,2,unknown,0,8
35,technician,single,secondary,14,cellular,aug,2,unknown,0,8
53,management,married,tertiary,657,cellular,aug,2,unknown,0,8
36,management,married,tertiary,9,cellular,aug,4,unknown,1,8
54,retired,married,secondary,2950,cellular,aug,2,unknown,0,8
33,technician,married,tertiary,8408,cellular,aug,2,unknown,0,8
55,technician,married,secondary,462,cellular,aug,2,unknown,0,8
30,entrepreneur,married,tertiary,5,cellular,aug,2,unknown,0,8
30,student,single,tertiary,7513,cellular,aug,2,unknown,0,8
60,retired,married,primary,115,cellular,aug,2,unknown,0,8
33,management,divorced,tertiary,348,cellular,aug,2,unknown,0,8
39,technician,married,secondary,394,cellular,aug,2,unknown,0,8
43,services,married,tertiary,2764,cellular,aug,2,unknown,0,8
39,technician,married,secondary,-112,cellular,aug,2,unknown,0,8
31,management,single,tertiary,319,cellular,aug,2,unknown,0,8
58,housemaid,divorced,primary,3568,cellular,aug,2,unknown,0,8
56,technician,married,secondary,944,cellular,aug,4,unknown,0,8
35,technician,single,secondary,2,cellular,aug,4,unknown,0,8
45,technician,married,secondary,1410,cellular,aug,2,unknown,0,8
48,blue-collar,married,primary,3886,cellular,aug,2,unknown,0,8
56,blue-collar,married,secondary,2750,cellular,aug,2,unknown,0,8
32,management,divorced,tertiary,787,cellular,aug,2,unknown,0,8
32,management,single,secondary,67,cellular,aug,2,unknown,0,8
56,retired,married,secondary,646,cellular,aug,2,unknown,0,8
44,technician,married,secondary,1879,cellular,aug,4,unknown,0,8
31,management,single,tertiary,98,cellular,aug,2,unknown,0,8
37,technician,married,secondary,3043,cellular,aug,4,unknown,0,8
46,technician,married,tertiary,405,cellular,aug,3,unknown,0,8
45,technician,married,secondary,1395,cellular,aug,4,unknown,0,8
30,technician,married,tertiary,564,cellular,aug,2,unknown,0,8
27,admin.,married,tertiary,174,cellular,aug,2,unknown,0,8
60,management,married,tertiary,371,cellular,aug,8,unknown,0,8
52,blue-collar,married,primary,0,cellular,aug,4,unknown,0,8
36,management,single,tertiary,0,cellular,aug,2,unknown,0,8
30,technician,single,secondary,44,cellular,aug,2,unknown,0,8
39,technician,married,tertiary,-276,cellular,aug,4,unknown,0,8
50,blue-collar,married,primary,2167,cellular,aug,2,unknown,0,8
31,management,single,tertiary,69,cellular,aug,2,unknown,0,8
37,management,single,tertiary,340,cellular,aug,4,unknown,0,8
40,management,divorced,tertiary,99,cellular,aug,2,unknown,0,8
33,management,married,tertiary,644,cellular,aug,2,unknown,0,8
58,unknown,married,primary,15,cellular,aug,2,unknown,0,8
30,management,single,secondary,0,cellular,aug,5,unknown,0,8
34,management,married,tertiary,5665,cellular,aug,4,unknown,0,8
59,retired,married,tertiary,3843,cellular,aug,4,unknown,0,8
55,technician,married,secondary,756,cellular,aug,3,unknown,0,8
30,technician,single,tertiary,699,cellular,aug,4,unknown,0,8
30,management,married,tertiary,131,cellular,aug,6,unknown,1,8
58,retired,married,unknown,0,cellular,aug,2,unknown,0,8
32,management,single,tertiary,11797,cellular,aug,2,unknown,0,8
31,technician,single,secondary,7567,cellular,aug,2,unknown,0,8
50,blue-collar,married,secondary,235,cellular,aug,2,unknown,0,8
31,technician,single,tertiary,1463,cellular,aug,2,unknown,0,8
31,technician,single,tertiary,614,cellular,aug,4,unknown,0,8
46,self-employed,married,tertiary,2421,cellular,aug,4,unknown,0,8
30,management,single,tertiary,2123,cellular,aug,2,unknown,0,8
35,management,single,tertiary,361,cellular,aug,2,unknown,0,8
49,services,married,secondary,112,cellular,aug,2,unknown,0,8
45,blue-collar,married,primary,0,cellular,aug,6,unknown,0,8
